customer_id,customer_name,email,phone,gender,age,city,state,signup_date,is_premium_member
6559,Neha Kulkarni,neha.kulkarni@gmail.com,+91-7466625002,Other,63.0,Nagpur,Maharashtra,2022-11-13,True
6565,DIVYA CHOPRA,divya.chopra@yahoo.com,+91-7540556985,,41.0,Bangalore,Karnataka,2023-01-18,False
6446,Aditya Chopra ,aditya.chopra@outlook.com,+91-8048403144,Other,64.0,Pune,Maharashtra,2024-02-15,False
6112, Suresh Kulkarni ,suresh.kulkarni@yahoo.com,+91-8988969050,Other,45.0,Kolkata,West Bengal,2022-07-08,False
6657,Harsh Verma,harsh.verma757@outlook.com,+91-7352898494,Male,21.0,Nagpur,Maharashtra,2019-10-07,False
5378, Radha Patil ,radha.patil1@yahoo.com,+91-7958534679,Female,64.0,Delhi,Delhi,2023-03-02,False
6978, Rahul Kulkarni ,,+91-7177612731,Male,49.0,Surat,Gujarat,2020-07-08,False
6458,Neha Malhotra ,neha.malhotra@outlook.com,+91-9332256294,,49.0,Kochi,Kerala,2022-01-23,True
6084,Nisha Malhotra ,nisha.malhotra@gmail.com,+91-8448810152,Other,65.0,Kochi,Kerala,2026-03-28,True
7206,KARAN IYER,karan.iyergmail.com,+91-8963867776,,64.0,Bhopal,Madhya Pradesh,2023-03-28,True
6102,Divya Rao,divya.rao@gmail.com,+91-9890568652,Female,32.0,Kochi,Kerala,2024-02-23,False
6940,rahul das ,rahul.das197@outlook.com,+91-8268738766,Other,34.0,Kochi,Kerala,2023-09-04,False
6368,Mohit Kumar,mohit.kumar594@gmail.com,+91-9613641013,Male,32.0,Kochi,Kerala,2021-09-29,False
7599, Aditya Malhotra,aditya.malhotra221@outlook.com,+91-8616183700,Other,36.0,Jaipur,Rajasthan,2020-06-11,False
6592,VARUN MALHOTRA,varun.malhotragmail.com,+91-8094864347,Other,46.0,Lucknow,Uttar Pradesh,2023-09-26,False
7304,Swati Joshi,swati.joshi673@gmail.com,+91-7233895066,Male,29.0,Nashik,Maharashtra,2020-12-31,False
5069, Pallavi Reddy ,pallavi.reddy@outlook.com,,Other,23.0,Delhi,Delhi,2026-02-19,False
6517,Varun Patil,varun.patil63@outlook.com,+91-9900470275,Other,36.0,Nashik,Maharashtra,2021-07-30,False
7773,anjali gupta,anjali.gupta@yahoo.com,+91-7796022261,,28.0,Coimbatore,Tamil Nadu,2021-04-01,False
7264,Shreya Nair ,shreya.nair@outlook.com,+91-7530013457,Female,40.0,Delhi,Delhi,2019-03-14,False
7823, Swati Bose ,swati.bose@gmail.com,+91-7315219968,Other,45.0,Indore,Madhya Pradesh,2023-01-24,False
5656,Rahul Nair ,rahul.nair@outlook.com,+91-9989860286,,39.0,Bhopal,Madhya Pradesh,2019-07-19,False
5144, Amit Sharma ,amit.sharma@yahoo.com,+91-9221638971,Other,47.0,Coimbatore,Tamil Nadu,2023-10-28,False
6482,Pooja Khan ,pooja.khan@gmail.com,+91-8410368213,Male,64.0,Bangalore,Karnataka,2021-10-01,True
6197,Sanjay Verma,sanjay.verma@yahoo.com,+91-7177122631,Female,47.0,Coimbatore,Tamil Nadu,2022-12-22,False
6836, Sneha Malhotra,sneha.malhotra873@yahoo.com,,Male,25.0,Bangalore,Karnataka,2025-07-19,False
5333,Sneha Joshi,sneha.joshi@yahoo.com,+91-7261687715,Male,57.0,Nagpur,Maharashtra,2021-06-24,False
7605, KUNAL MEHTA ,kunal.mehta476@gmail.com,+91-9932794299,Female,31.0,Pune,Maharashtra,2020-10-03,False
6165, Sneha Pillai ,sneha.pillai@outlook.com,+91-9686126704,Male,53.0,Kochi,Kerala,2025-12-22,True
6313,Gaurav Chopra,gaurav.chopra918@outlook.com,+91-9586169603,Female,23.0,Patna,Bihar,2023-01-20,False
7239,Simran Bose,simran.bose@outlook.com,+91-7595181683,,41.0,Ahmedabad,Gujarat,2020-06-24,False
5102,Harsh Kulkarni ,harsh.kulkarni713@outlook.com,+91-8274821168,Male,45.0,Pune,Maharashtra,2024-03-22,True
5644,MOHIT DAS,mohit.das@yahoo.com,+91-9649238135,Male,46.0,Ranchi,Jharkhand,2023-07-21,False
5664, Karan Mehta,karan.mehta@gmail.com,+91-9814341940,,36.0,Hyderabad,Telangana,2024-09-09,False
7722,Pallavi Chopra,pallavi.chopra948@yahoo.com,+91-7955132252,Other,52.0,Kochi,Kerala,2026-01-03,False
5837,Anjali Kumar ,anjali.kumar@gmail.com,+91-8687359381,Female,18.0,Lucknow,Uttar Pradesh,2025-12-04,False
6896,amit verma,amit.verma@outlook.com,+91-8575658957,Female,63.0,Ahmedabad,Gujarat,2026-02-22,False
6659,Simran Verma,simran.verma600@outlook.com,+91-8887666629,Other,62.0,Hyderabad,Telangana,2020-10-06,True
7732,Karan Kulkarni,karan.kulkarni991@gmail.com,+91-7810852475,Female,18.0,Nashik,Maharashtra,2021-06-24,False
7716,Preeti Bose,preeti.bose@gmail.com,+91-8596512930,Female,25.0,Nagpur,Maharashtra,2022-07-30,True
5834, Pallavi Joshi ,pallavi.joshi@gmail.com,+91-9294234097,Other,49.0,Surat,Gujarat,2025-09-09,False
7191,Pooja Das ,pooja.das@outlook.com,+91-9822445002,Female,36.0,Surat,Gujarat,2019-02-14,False
6650, pallavi gupta,pallavi.gupta40@yahoo.com,+91-7818421600,Other,46.0,Ranchi,Jharkhand,2021-12-30,False
7669,Pooja Singh ,pooja.singh36@outlook.com,+91-9721607170,Male,34.0,Chennai,Tamil Nadu,2021-08-26,False
7767,Karan Patil,karan.patil@yahoo.com,+91-9230007417,Female,37.0,Nagpur,Maharashtra,2021-02-14,False
5260, POOJA SHARMA ,pooja.sharma@outlook.com,,Other,54.0,Nagpur,Maharashtra,2025-03-28,True
5524,Gaurav Nair,gaurav.nair798@outlook.com,+91-9813293338,Other,49.0,Coimbatore,Tamil Nadu,2025-07-08,False
7541,aisha iyer ,aisha.iyer818@yahoo.com,+91-8631911389,,34.0,Jaipur,Rajasthan,2026-04-08,True
7221,PRIYA DAS,priya.das@yahoo.com,+91-7056534956,Male,48.0,Bangalore,Karnataka,2019-03-29,True
6551, Radha Gupta ,radha.gupta@outlook.com,+91-7543642392,Male,50.0,Hyderabad,Telangana,2020-05-17,False
5489, Pallavi Mehta ,,+91-9324529131,,58.0,Jaipur,Rajasthan,2026-07-21,False
7021, Ankita Singh ,ankita.singhgmail.com,+91-7477028062,,50.0,Bangalore,Karnataka,2025-02-25,False
5530,Harsh Iyer,harsh.iyer@outlook.com,+91-8811831277,Other,25.0,Nashik,Maharashtra,2019-12-18,True
5153,Ritu Reddy,ritu.reddy@gmail.com,+91-8508596752,Other,42.0,Ahmedabad,Gujarat,2025-03-18,False
7831,Manish Reddy,manish.reddy@yahoo.com,+91-8994957380,Male,60.0,Delhi,Delhi,2025-03-20,True
7434, Vikram Das ,vikram.das795@gmail.com,+91-7507265044,Female,64.0,Surat,Gujarat,2021-12-21,False
7578,Anjali Chopra,anjali.chopra@gmail.com,+91-9620865875,Male,54.0,Chennai,Tamil Nadu,2020-06-12,False
5967,Divya Shah,divya.shah@yahoo.com,+91-8680973560,Female,48.0,Hyderabad,Telangana,2025-08-03,False
6315, ankita nair,ankita.nair@outlook.com,+91-9650072931,,55.0,Ranchi,Jharkhand,2025-07-01,True
5531, Aisha Kumar,aisha.kumar@outlook.com,+91-8079352959,,61.0,Bangalore,Karnataka,2019-12-10,False
7825, Sneha Joshi ,sneha.joshi534@gmail.com,+91-7895408909,Female,25.0,Pune,Maharashtra,2020-04-12,False
7253,Vikram Kumar,vikram.kumar@outlook.com,+91-7733249232,Female,35.0,Pune,Maharashtra,2026-05-05,False
7090,Gaurav Bose,gaurav.bose598@gmail.com,+91-7090234049,Female,54.0,Chennai,Tamil Nadu,2022-10-12,False
6248,Pallavi Rao,pallavi.rao181@gmail.com,+91-8046458529,Female,54.0,Nashik,Maharashtra,2023-03-06,False
5237, Kavya Iyer ,kavya.iyer@outlook.com,+91-9242751626,Other,59.0,Kochi,Kerala,2026-08-03,False
6874,Pooja Reddy ,pooja.reddy301@outlook.com,+91-9274275182,Female,18.0,Hyderabad,Telangana,2026-06-29,False
6436,Isha Mehta,isha.mehta349@outlook.com,+91-7093041267,Other,47.0,Coimbatore,Tamil Nadu,2024-01-11,True
6489,Swati Gupta ,swati.gupta26@gmail.com,+91-9593677022,Male,26.0,Surat,Gujarat,2025-09-26,True
6856,nisha chopra,nisha.chopra442@outlook.com,+91-8943268168,Other,64.0,Patna,Bihar,2025-02-22,False
5756, YASH SHARMA ,yash.sharma@yahoo.com,,Male,22.0,Nagpur,Maharashtra,2023-01-05,False
7570, Sanjay Shah ,sanjay.shah@gmail.com,+91-8465560522,Female,37.0,Nashik,Maharashtra,2020-02-03,True
7490,Isha Patil,isha.patil@yahoo.com,+91-8737323724,Female,45.0,Ahmedabad,Gujarat,2022-01-03,False
6478, Priya Kulkarni ,priya.kulkarni@yahoo.com,+91-7948135006,Male,56.0,Surat,Gujarat,2021-09-09,False
7698, Rahul Kumar ,rahul.kumar371@gmail.com,+91-8364952972,Female,57.0,Jaipur,Rajasthan,2024-02-11,False
5108, Rahul Kumar ,rahul.kumar@gmail.com,+91-8808488198,,46.0,Mumbai,Maharashtra,2025-06-14,False
5080, Mohit Gupta,mohit.gupta267@gmail.com,+91-7870917923,Other,30.0,Delhi,Delhi,2020-10-14,False
6799,GAURAV SHAH,gaurav.shah@gmail.com,+91-9774211419,Male,56.0,Mumbai,Maharashtra,2021-07-13,False
5585,Rahul Reddy,rahul.reddy@outlook.com,+91-9270697265,,54.0,Coimbatore,Tamil Nadu,2020-08-22,False
6607,Meera Mehta,meera.mehta736@yahoo.com,+91-9071777663,Other,22.0,Patna,Bihar,2025-02-20,False
5469,Neha Verma,neha.verma@outlook.com,+91-9472502556,Other,40.0,Bhopal,Madhya Pradesh,2021-11-17,False
6811,Aditya Shah ,aditya.shah@gmail.com,+91-8682705960,Other,52.0,Bangalore,Karnataka,2020-03-09,False
7745,Manish Verma ,manish.verma@gmail.com,+91-9419391127,Male,43.0,Kolkata,West Bengal,2025-10-15,False
5550, Neha Kumar ,neha.kumar@outlook.com,+91-8024066302,Other,64.0,Bhopal,Madhya Pradesh,2023-07-22,True
7985, Yash Chopra ,yash.chopra@gmail.com,+91-7790972640,Female,48.0,Kochi,Kerala,2024-09-11,False
5581,Vikram Reddy,vikram.reddy729@outlook.com,+91-9650221232,Female,54.0,Ahmedabad,Gujarat,2021-08-04,False
7004,SWATI IYER,swati.iyer@outlook.com,+91-7584826431,Female,21.0,Kolkata,West Bengal,2021-11-22,False
7726,HARSH KUMAR,harsh.kumar@yahoo.com,+91-9583881522,,47.0,Bhopal,Madhya Pradesh,2023-11-16,False
5935,PRIYA KULKARNI,priya.kulkarni@gmail.com,+91-9930563149,Other,48.0,Chandigarh,Chandigarh,2020-08-22,True
7521, Suresh Iyer ,suresh.iyer161@yahoo.com,+91-7326868537,Female,21.0,Ranchi,Jharkhand,2019-04-13,True
6537,Ritu Sharma,ritu.sharma@outlook.com,+91-9911654839,,63.0,Bhopal,Madhya Pradesh,2019-02-03,False
7063, Nikhil Bose ,nikhil.bose718@outlook.com,+91-7887000274,Other,65.0,Nagpur,Maharashtra,2020-11-03,False
7163,Ritu Sharma,ritu.sharma@outlook.com,+91-8078198326,,64.0,Patna,Bihar,2019-04-09,False
7635,Isha Mehta,isha.mehta682@outlook.com,+91-9025846659,Female,34.0,Jaipur,Rajasthan,2022-10-04,True
7428,rahul malhotra,rahul.malhotra@yahoo.com,+91-7890177670,Female,32.0,Coimbatore,Tamil Nadu,2019-05-24,False
5788,Rohan Joshi,rohan.joshi@yahoo.com,+91-7383558780,Other,63.0,Ranchi,Jharkhand,2020-02-03,False
6325,Gaurav Iyer ,gaurav.iyer573@gmail.com,+91-7605818171,Male,32.0,Mumbai,Maharashtra,2022-12-03,False
7945,ANKITA RAO,ankita.rao704@yahoo.com,+91-7473926910,Female,55.0,Lucknow,Uttar Pradesh,2021-06-06,False
6495,Arjun Malhotra,arjun.malhotra@yahoo.com,+91-7333320497,Male,40.0,Coimbatore,Tamil Nadu,2026-04-21,False
7158, Kavya Das ,kavya.das817@gmail.com,+91-8372500720,Other,48.0,Patna,Bihar,2024-03-31,False
6774,Aisha Sharma,aisha.sharma453@yahoo.com,+91-9869801700,,27.0,Delhi,Delhi,2020-12-27,True
7289, mohit das ,mohit.das325@gmail.com,+91-7733840070,,53.0,Bhopal,Madhya Pradesh,2021-09-23,False
7050,Aisha Verma ,aisha.verma@gmail.com,,,19.0,Kolkata,West Bengal,2022-04-19,False
5356, Meera Kumar ,meera.kumar@gmail.com,+91-7743306495,Other,45.0,Bhopal,Madhya Pradesh,2019-08-09,False
6257, Radha Das,radha.das@yahoo.com,+91-8449865729,Other,56.0,Kolkata,West Bengal,2021-04-29,False
5973,Varun Das,varun.das@yahoo.com,+91-8532503773,Other,22.0,Coimbatore,Tamil Nadu,2025-04-07,False
5019, Aisha Shah ,aisha.shah64@yahoo.com,+91-9279452343,Male,24.0,Patna,Bihar,2025-03-25,False
6723,PALLAVI VERMA,pallavi.verma@gmail.com,+91-8361138849,Other,47.0,Delhi,Delhi,2022-01-15,False
7760,Manish Reddy,manish.reddy551@gmail.com,+91-9488634059,Female,54.0,Jaipur,Rajasthan,2026-05-27,False
5055, ANKITA GUPTA ,ankita.gupta981@outlook.com,,Male,,Ranchi,Jharkhand,2022-07-20,True
5528,Ankita Iyer,ankita.iyer@yahoo.com,+91-7466179092,,63.0,Mumbai,Maharashtra,2024-03-11,False
6088,RAJESH KHAN,rajesh.khan@gmail.com,+91-7520024254,,39.0,Chennai,Tamil Nadu,2025-11-04,False
6146, Gaurav Singh ,gaurav.singh@outlook.com,+91-8608331390,Female,29.0,Nashik,Maharashtra,2023-08-22,False
7859, ankita khan ,ankita.khan457@outlook.com,+91-7851672825,Male,20.0,Kochi,Kerala,2021-04-29,False
5063,Priya Joshi ,priya.joshi764@outlook.com,+91-8778460175,,41.0,Kochi,Kerala,2023-09-02,False
7561,Pallavi Patil,pallavi.patil@gmail.com,+91-7097040288,Other,37.0,Nashik,Maharashtra,2021-02-09,False
6985,SNEHA MEHTA,sneha.mehta115@gmail.com,+91-9940920124,,63.0,Chennai,Tamil Nadu,2023-02-23,False
5558,Shreya Chopra,shreya.chopra@gmail.com,+91-7574956021,Other,40.0,Patna,Bihar,2021-12-26,False
6778, Radha Rao,radha.rao@yahoo.com,+91-9658376431,Other,34.0,Chennai,Tamil Nadu,2026-07-16,False
5832, Varun Bose ,varun.bose890@outlook.com,+91-8332077057,,45.0,Jaipur,Rajasthan,2023-08-14,True
5064,Arjun Sharma ,arjun.sharma@yahoo.com,+91-7558238810,,53.0,Delhi,Delhi,2019-03-02,True
5908,Ankita Kumar,ankita.kumar@gmail.com,+91-7771879714,,46.0,Hyderabad,Telangana,2022-04-15,False
5915,Divya Sharma,divya.sharma@outlook.com,+91-7979603655,Female,48.0,Delhi,Delhi,2021-03-13,False
6717,Swati Rao,swati.rao437@yahoo.com,+91-9928328725,,38.0,Nashik,Maharashtra,2020-12-15,True
6209,Sanjay Mehta,sanjay.mehta830@gmail.com,,Male,53.0,Kolkata,West Bengal,2024-02-26,False
5219,Meera Patil,meera.patil597@yahoo.com,+91-7661376805,Female,38.0,Surat,Gujarat,2022-06-21,True
7843,RADHA PILLAI,radha.pillai@gmail.com,+91-7006120667,Female,53.0,Ahmedabad,Gujarat,2019-05-09,False
6261, Nikhil Sharma,nikhil.sharma@yahoo.com,+91-8603765641,Other,45.0,Indore,Madhya Pradesh,2024-08-02,True
5521,Ritu Chopra,ritu.chopra@gmail.com,+91-8763879811,Other,53.0,Indore,Madhya Pradesh,2023-02-21,False
7998,Simran Chopra,simran.chopra@gmail.com,+91-8633035372,Male,20.0,Hyderabad,Telangana,2021-02-26,False
7695,Nikhil Iyer,,+91-8490513863,Male,50.0,Jaipur,Rajasthan,2022-06-15,False
5099,HARSH IYER,harsh.iyer395@gmail.com,+91-9424892554,Male,51.0,Bhopal,Madhya Pradesh,2022-08-22,False
5808,BHAVNA SHAH,bhavna.shah@outlook.com,+91-7530696435,Other,22.0,Jaipur,Rajasthan,2026-07-18,False
5016,Varun Chopra ,varun.chopra605@yahoo.com,+91-7627813881,Other,48.0,Bangalore,Karnataka,2025-11-10,True
5684,MOHIT KHAN ,mohit.khan@gmail.com,+91-8853794315,Other,61.0,Chandigarh,Chandigarh,2025-11-18,True
5159,VARUN KHAN,varun.khan@outlook.com,+91-9909490559,,20.0,Kochi,Kerala,2019-06-15,True
5622,Mohit Rao,mohit.raogmail.com,+91-9207634862,,65.0,Nashik,Maharashtra,2023-06-19,False
6358,Nisha Das,nisha.das@gmail.com,+91-9156189666,Female,,Coimbatore,Tamil Nadu,2023-09-04,True
7229,Harsh Kulkarni,harsh.kulkarni723@yahoo.com,+91-8868764317,Female,25.0,Pune,Maharashtra,2021-06-26,False
6125, Tarun Bose ,tarun.bose861@outlook.com,+91-9993496725,Other,30.0,Delhi,Delhi,2022-01-01,False
7968,Neha Bose,neha.bose@gmail.com,+91-8170254576,Other,31.0,Surat,Gujarat,2019-02-27,False
5921,Pallavi Sharma,pallavi.sharma768@gmail.com,+91-7002909384,Other,55.0,Pune,Maharashtra,2020-05-07,True
6675,Tarun Nair,tarun.nair@yahoo.com,+91-9767737679,Male,43.0,Patna,Bihar,2026-07-15,True
7535,Amit Singh,amit.singhgmail.com,+91-9753482430,Other,36.0,Kolkata,West Bengal,2022-08-06,False
7789,HARSH SINGH,harsh.singh968@yahoo.com,+91-7990465302,Female,44.0,Chandigarh,Chandigarh,2023-05-02,False
6461,ANJALI REDDY,anjali.reddy@gmail.com,+91-8256120751,Female,30.0,Ranchi,Jharkhand,2021-09-11,False
6620,Shreya Verma,shreya.verma@outlook.com,+91-9280696523,Female,39.0,Surat,Gujarat,2023-12-19,False
5600, Divya Bose ,divya.bose@gmail.com,+91-7882080915,Female,38.0,Indore,Madhya Pradesh,2025-08-01,False
5840, ARJUN SINGH ,arjun.singh@outlook.com,+91-7766059616,,52.0,Coimbatore,Tamil Nadu,2024-12-09,False
5291, YASH PATIL ,yash.patil@gmail.com,+91-7020399889,Female,62.0,Coimbatore,Tamil Nadu,2020-12-10,False
6824, aditya malhotra ,,+91-9650758193,Female,21.0,Chennai,Tamil Nadu,2025-05-22,False
6105,Nikhil Kulkarni ,nikhil.kulkarni@outlook.com,+91-7325433149,Other,44.0,Jaipur,Rajasthan,2019-11-07,False
5503,Meera Gupta,meera.gupta@yahoo.com,+91-8348642277,Female,51.0,Nagpur,Maharashtra,2024-02-13,True
6611,Bhavna Patil,bhavna.patil887@gmail.com,+91-9525864799,Other,50.0,Nashik,Maharashtra,2019-04-19,False
6772, Meera Chopra,meera.chopra@outlook.com,+91-8232112300,Other,49.0,Patna,Bihar,2023-03-06,False
5369, Aisha Rao,aisha.rao74@gmail.com,+91-7518875050,Other,62.0,Hyderabad,Telangana,2019-07-27,False
6854,PREETI VERMA,preeti.verma@outlook.com,,Other,55.0,Bhopal,Madhya Pradesh,2025-05-18,False
7066, Arjun Nair,arjun.nair433@yahoo.com,+91-7753325529,,62.0,Coimbatore,Tamil Nadu,2020-05-12,False
6744, nikhil sharma,nikhil.sharma@yahoo.com,+91-7454290009,Male,61.0,Patna,Bihar,2023-02-02,False
5759,Pallavi Bose ,pallavi.bose515@yahoo.com,+91-8894165570,,63.0,Coimbatore,Tamil Nadu,2020-12-22,False
6572,Arjun Reddy,arjun.reddy98@gmail.com,+91-8756718905,Male,,Nashik,Maharashtra,2022-09-13,False
6143,Ankita Nair,ankita.nair720@gmail.com,+91-8270395539,,51.0,Delhi,Delhi,2019-05-27,False
6455,Karan Verma ,karan.verma@gmail.com,+91-9718994417,Female,19.0,Kochi,Kerala,2023-11-25,False
7209,ritu kulkarni,ritu.kulkarni@yahoo.com,+91-8087492995,Other,61.0,Ahmedabad,Gujarat,2022-01-22,False
6098, Neha Iyer,neha.iyer@yahoo.com,+91-8694403702,,24.0,Patna,Bihar,2025-08-08,True
6694, Divya Mehta,divya.mehta498@outlook.com,+91-8031479629,Male,44.0,Surat,Gujarat,2020-11-17,False
7604, Preeti Sharma,preeti.sharmagmail.com,+91-7275121786,,24.0,Nashik,Maharashtra,2024-07-05,False
5266, Gaurav Patil ,gaurav.patil357@gmail.com,+91-7406807222,,28.0,Hyderabad,Telangana,2020-10-26,False
6168, Priya Pillai,priya.pillai@yahoo.com,+91-7234116208,Male,28.0,Nagpur,Maharashtra,2025-05-12,False
7550,Karan Kulkarni,karan.kulkarni680@yahoo.com,+91-9935063026,Male,62.0,Surat,Gujarat,2021-05-29,False
5799, MEERA REDDY,meera.reddy@yahoo.com,+91-7885905503,Female,34.0,Chennai,Tamil Nadu,2024-11-12,False
5123,Rohan Chopra,rohan.chopra@yahoo.com,+91-8004514920,Other,58.0,Pune,Maharashtra,2024-05-09,False
6802,Manish Shah,manish.shah975@gmail.com,+91-8024537451,,24.0,Ranchi,Jharkhand,2025-11-07,False
5495,KAVYA MALHOTRA,kavya.malhotra482@gmail.com,+91-8324056258,Male,49.0,Patna,Bihar,2022-05-08,False
6271,varun shah ,varun.shah@gmail.com,+91-8214515163,Male,24.0,Nashik,Maharashtra,2024-04-10,False
6618,Simran Mehta,simran.mehta838@gmail.com,+91-9664120966,,46.0,Coimbatore,Tamil Nadu,2021-12-27,True
6946,radha rao,radha.rao@yahoo.com,+91-8260468852,Male,55.0,Indore,Madhya Pradesh,2025-11-01,False
5314,Sneha Chopra,sneha.chopra967@gmail.com,+91-7370821581,Other,61.0,Chandigarh,Chandigarh,2019-10-13,False
6232,Ritu Chopra ,,+91-7847822003,Male,59.0,Surat,Gujarat,2023-07-01,True
5464,Simran Verma ,simran.verma@outlook.com,+91-7933485050,Other,44.0,Surat,Gujarat,2023-10-31,False
7270,Vikram Gupta ,vikram.gupta@yahoo.com,+91-7759952923,Other,30.0,Ahmedabad,Gujarat,2025-04-22,False
5337,Pooja Das,pooja.das993@outlook.com,+91-9519264909,Male,18.0,Chennai,Tamil Nadu,2019-09-21,True
7367,Karan Nair ,karan.nair@gmail.com,+91-9389966426,,59.0,Coimbatore,Tamil Nadu,2025-10-07,True
7723, Nikhil Iyer ,nikhil.iyer@outlook.com,+91-8400177540,,24.0,Bangalore,Karnataka,2023-07-02,False
5241,Mohit Joshi,mohit.joshi711@gmail.com,+91-9038966906,,38.0,Ahmedabad,Gujarat,2021-03-19,True
6813,Vikram Mehta,vikram.mehta@gmail.com,+91-8500645204,Other,,Kolkata,West Bengal,2022-07-17,False
6227,Yash Mehta ,yash.mehta241@yahoo.com,+91-7233922327,Female,44.0,Delhi,Delhi,2025-10-03,True
5862,Suresh Pillai ,suresh.pillai@yahoo.com,+91-7979501569,Male,50.0,Chandigarh,Chandigarh,2020-04-20,False
7647,Suresh Kulkarni,suresh.kulkarni838@yahoo.com,+91-9028867684,Other,31.0,Pune,Maharashtra,2026-03-02,False
5856,Isha Gupta,isha.gupta@yahoo.com,+91-8714866312,Female,26.0,Kochi,Kerala,2024-06-14,True
7460, Nisha Malhotra ,nisha.malhotra@gmail.com,+91-9349782255,Other,42.0,Kochi,Kerala,2021-09-10,True
5825, Sanjay Singh ,sanjay.singh186@gmail.com,,Male,22.0,Chennai,Tamil Nadu,2019-08-03,False
7249,preeti kumar,preeti.kumar@gmail.com,+91-8480529435,,29.0,Bhopal,Madhya Pradesh,2021-10-31,False
7992,Karan Chopra,karan.chopra@yahoo.com,+91-9425898874,,52.0,Nashik,Maharashtra,2024-02-10,False
6981, Kunal Bose,kunal.bose@outlook.com,,Other,22.0,Delhi,Delhi,2023-07-09,False
5650,Simran Malhotra ,simran.malhotra@outlook.com,+91-9405508917,,43.0,Pune,Maharashtra,2019-01-11,True
7123,Suresh Shah,suresh.shah496@outlook.com,+91-9517107514,Other,24.0,Bhopal,Madhya Pradesh,2023-10-21,False
6821,Sanjay Patil,sanjay.patil462@outlook.com,+91-8929527033,Male,22.0,Mumbai,Maharashtra,2021-12-18,False
7511, TARUN GUPTA,tarun.gupta242@yahoo.com,+91-7436140958,Female,58.0,Ahmedabad,Gujarat,2023-06-17,False
5552,Suresh Kulkarni ,suresh.kulkarni568@gmail.com,+91-9709844620,Other,49.0,Pune,Maharashtra,2020-04-06,False
5271,KARAN VERMA,karan.verma506@outlook.com,+91-9952956230,Other,29.0,Delhi,Delhi,2022-01-25,False
5281, Rohan Rao,rohan.rao@gmail.com,+91-9079665393,,48.0,Delhi,Delhi,2021-08-12,False
5113, RADHA KUMAR,radha.kumar@gmail.com,+91-9581865060,Female,45.0,Ranchi,Jharkhand,2022-06-18,False
5158,Varun Nair ,varun.nair376@outlook.com,+91-9967622534,,19.0,Hyderabad,Telangana,2022-12-10,False
